number,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,solar_system_name,planet_discovery_method,planet_orbital_inclination,planet_density,right_ascension,declination,host_temperature,host_mass,host_radius,gravitation
1720,Kepler-1227 b,2176.0,1862.3080000000002,14.175999999999998,2016,Neptune-like,2.2847999999999997,Unknown,94.3 days,0.0,Kepler-1221,Transit,,,19h03m17.36s,+45d42m42.8s,5194.0,0.87,0.82,3503.0466424026386
1722,Kepler-1229 b,770.0,807.212,15.51,2016,Super Earth,15.679999999999998,0.3006 AU,86.8 days,0.0,Kepler-1223,Transit,,,19h01m10.98s,+44d33m09.9s,4870.0,0.8,0.75,32.23935051180432
1724,Kepler-122 c,3453.0,9216.2,14.222000000000001,2014,Neptune-like,5.8688,0.108 AU,12.5 days,0.0,Kepler-1225,Transit,,,19h22m31.99s,+40d08m13.2s,6140.0,1.13,1.19,2627.5080947869988
1726,Kepler-122 e,3453.0,8803.06,14.222000000000001,2014,Neptune-like,2.5984,0.227 AU,38 days,0.0,Kepler-1227,Transit,,,19h08m15.93s,+41d52m29.7s,5747.0,0.97,0.95,12803.020415817784
1728,Kepler-1230 b,4674.0,2478.84,15.274000000000001,2016,Neptune-like,2.7104,Unknown,10 days,0.0,Kepler-1229,Transit,,,19h49m56.81s,+46d59m48.2s,3784.0,0.54,0.51,3313.389635946194
1730,Kepler-1232 b,2414.0,1391.964,14.762,2016,Super Earth,21.616,Unknown,26.8 days,0.0,Kepler-123,Transit,,,19h47m59.67s,+42d46m55.0s,6089.0,,1.26,29.252846429924517
1732,Kepler-1234 b,2825.0,2637.7400000000002,15.878,2016,Neptune-like,2.8112,Unknown,11.9 days,0.0,Kepler-1231,Transit,,,19h14m21.21s,+42d36m20.4s,5778.0,1.01,1.0,3277.4742491028614
1734,Kepler-1236 b,3516.0,1658.916,15.925,2016,Neptune-like,23.968,Unknown,31.1 days,0.0,Kepler-1233,Transit,,,19h49m30.02s,+46d39m44.0s,6198.0,1.16,1.25,28.356432717740045
1736,Kepler-1238 b,5001.0,1391.964,14.732999999999999,2016,Super Earth,21.616,Unknown,4.1 days,0.0,Kepler-1235,Transit,,,18h59m36.72s,+43d57m14.3s,5541.0,0.93,0.9,29.252846429924517
1738,Kepler-123 b,3432.0,55.2972,14.020999999999999,2014,Gas Giant,2.9344,0.135 AU,17.2 days,0.0,Kepler-1237,Transit,,,19h42m31.02s,+44d41m26.2s,5472.0,0.94,0.9,63.060194274887955
1740,Kepler-1240 b,2003.0,508.48,13.960999999999999,2016,Super Earth,12.879999999999999,Unknown,4.9 days,0.0,Kepler-1239,Transit,,,19h32m30.57s,+42d19m12.4s,6564.0,1.4,1.57,30.097674472714324
1742,Kepler-1242 b,2225.0,1820.9940000000001,15.498,2016,Neptune-like,2.2624,Unknown,13.6 days,0.0,Kepler-124,Transit,,,19h07m00.67s,+49d03m53.7s,4984.0,,0.64,3493.4981838276226
1744,Kepler-1244 b,2492.0,759.542,12.323,2016,Super Earth,15.12,Unknown,3.7 days,0.0,Kepler-1240,Transit,,,18h51m59.93s,+40d33m26.8s,5682.0,0.98,0.96,32.62413478446283
1746,Kepler-1245 c,2809.0,848.526,15.372,2016,Super Earth,16.128,Unknown,2.9 days,0.0,Kepler-1242,Transit,,,18h58m25.49s,+41d11m47.0s,4895.0,0.77,0.74,32.032801012954444
1748,Kepler-1247 b,3569.0,1919.5120000000002,15.901,2016,Neptune-like,2.3295999999999997,Unknown,13.7 days,0.0,Kepler-1244,Transit,,,18h49m12.29s,+46d30m58.3s,6680.0,1.46,1.77,3473.112950729747
1750,Kepler-1249 b,5461.0,1989.428,15.352,2016,Neptune-like,2.3743999999999996,Unknown,24.3 days,0.0,Kepler-1245,Transit,,,19h22m58.64s,+43d15m38.8s,5306.0,0.86,0.83,3465.0639171584507
1752,Kepler-124 c,1387.0,1179.038,14.124,2014,Super Earth,19.599999999999998,0.1 AU,13.8 days,0.0,Kepler-1247,Transit,,,19h38m08.05s,+46d37m05.8s,5303.0,0.86,0.82,30.137446399696127
1754,Kepler-1250 b,4472.0,1382.4299999999998,15.569,2016,Super Earth,21.503999999999998,Unknown,2.6 days,0.0,Kepler-1249,Transit,,,19h47m34.77s,+44d22m18.4s,6202.0,1.19,1.28,29.35590261369771
1756,Kepler-1252 b,2701.0,1090.054,14.495,2016,Super Earth,18.703999999999997,Unknown,15.1 days,0.0,Kepler-125,Transit,,,19h53m01.95s,+47d36m17.8s,3810.0,,0.51,30.596363822041162
1758,Kepler-1254 b,2205.0,959.7560000000001,15.302,2016,Super Earth,17.36,Unknown,10 days,0.0,Kepler-1251,Transit,,,19h28m27.64s,+49d15m23.1s,5545.0,0.92,0.89,31.271749989671537
1760,Kepler-1254 d,2205.0,721.4060000000001,15.302,2016,Super Earth,14.671999999999999,Unknown,5.7 days,0.0,Kepler-1253,Transit,,,18h55m32.43s,+47d38m14.0s,5850.0,0.97,1.1,32.90727379402201
1762,Kepler-1256 b,2812.0,899.374,13.513,2016,Super Earth,16.688,Unknown,12.4 days,0.0,Kepler-1254,Transit,,,19h00m41.60s,+48d46m12.2s,4985.0,0.78,0.75,31.711920016881585
1764,Kepler-1258 b,2124.0,179.8748,13.785,2016,Terrestrial,9.632,Unknown,1 days,0.0,Kepler-1255,Transit,,,19h40m57.43s,+42d43m35.3s,6018.0,1.08,1.12,19.038300062054837
1766,Kepler-125 b,601.0,1973.538,14.767999999999999,2014,Neptune-like,2.3632,0.041 AU,4.2 days,0.0,Kepler-1257,Transit,,,19h44m18.16s,+45d37m37.4s,5502.0,0.9,0.87,3470.046769837868
1768,Kepler-1260 b,3396.0,1201.2839999999999,14.823,2016,Super Earth,19.823999999999998,Unknown,19.1 days,0.0,Kepler-1259,Transit,,,19h51m21.96s,+46d58m03.7s,5053.0,0.8,0.77,30.01607527626611
1770,Kepler-1262 b,3761.0,1261.6660000000002,15.184000000000001,2016,Super Earth,20.384,Unknown,8.7 days,0.0,Kepler-126,Transit,,,19h17m23.35s,+44d12m30.8s,6239.0,,1.36,29.816479879761243
1772,Kepler-1264 b,2655.0,559.328,14.479000000000001,2016,Super Earth,13.216,Unknown,1 days,0.0,Kepler-1260,Transit,,,19h42m21.90s,+42d33m18.9s,5961.0,1.06,1.08,31.445412194183536
1774,Kepler-1266 b,2939.0,2281.804,15.835999999999999,2016,Neptune-like,2.576,Unknown,28.5 days,0.0,Kepler-1262,Transit,,,19h15m05.24s,+42d12m47.6s,5771.0,0.99,0.98,3376.582854907638
1776,Kepler-1268 b,4586.0,1519.084,15.222000000000001,2016,Super Earth,22.735999999999997,Unknown,41 days,0.0,Kepler-1264,Transit,,,19h19m32.25s,+45d12m41.4s,5791.0,0.99,0.98,28.85655349301537
1778,Kepler-126 b,780.0,927.976,10.454,2014,Super Earth,17.023999999999997,0.099 AU,10.5 days,0.07,Kepler-1266,Transit,,,19h03m28.63s,+42d43m41.1s,5044.0,0.8,0.76,31.44157654282833
1780,Kepler-126 d,780.0,2161.04,10.454,2014,Neptune-like,2.4976,0.448 AU,100.3 days,0.02,Kepler-1268,Transit,,,19h11m21.24s,+43d09m11.6s,5904.0,1.06,1.09,3401.792547270203
1782,Kepler-1271 b,2887.0,886.662,13.868,2016,Super Earth,16.576,Unknown,3 days,0.0,Kepler-127,Transit,,,19h00m45.60s,+46d01m40.7s,6106.0,,1.36,31.6876046691128
1784,Kepler-1273 b,4420.0,2148.328,15.796,2016,Neptune-like,2.4863999999999997,Unknown,28.6 days,0.0,Kepler-127,Transit,,,19h00m45.60s,+46d01m40.7s,6106.0,,1.36,3412.317125658345
1786,Kepler-1275 b,4175.0,886.662,14.405999999999999,2016,Super Earth,16.576,Unknown,3.7 days,0.0,Kepler-1271,Transit,,,19h05m22.63s,+37d24m43.1s,6143.0,1.13,1.23,31.6876046691128
1788,Kepler-1277 b,1977.0,1013.782,14.093,2016,Super Earth,17.919999999999998,Unknown,40.8 days,0.0,Kepler-1273,Transit,,,19h03m12.77s,+44d52m24.3s,5566.0,0.94,0.91,30.999833160064792
1790,Kepler-1279 b,3317.0,1179.038,13.932,2016,Super Earth,19.599999999999998,Unknown,23.5 days,0.0,Kepler-1275,Transit,,,19h34m00.12s,+44d55m56.8s,6296.0,1.23,1.36,30.137446399696127
1792,Kepler-127 c,1163.0,2402.5679999999998,11.437999999999999,2014,Neptune-like,2.6544,0.2 AU,29.4 days,0.03,Kepler-1277,Transit,,,19h40m24.58s,+40d34m20.6s,5578.0,0.94,0.92,3348.372313304994
1794,Kepler-1280 b,3282.0,1322.048,14.0,2016,Super Earth,20.944,Unknown,66.6 days,0.0,Kepler-1279,Transit,,,19h12m22.95s,+40d21m57.5s,6221.0,1.21,1.33,29.595028074702793
1796,Kepler-1282 b,3673.0,959.7560000000001,15.492,2016,Super Earth,17.36,Unknown,2.1 days,0.0,Kepler-128,Transit,,2.07,18h49m58.13s,+43d58m48.8s,,1.09,1.61,31.271749989671537
1798,Kepler-1284 b,2779.0,610.176,15.662,2016,Super Earth,13.552,Unknown,0.7 days,0.0,Kepler-1281,Transit,,,19h41m25.07s,+48d30m55.5s,5353.0,0.87,0.83,32.6241441077779
1800,Kepler-1286 b,3751.0,1674.8059999999998,15.142000000000001,2016,Neptune-like,24.08,Unknown,11.3 days,0.0,Kepler-1283,Transit,,,19h41m50.96s,+40d46m37.1s,6175.0,1.16,1.25,28.36235797230502
1802,Kepler-1288 b,2332.0,463.988,13.177,2016,Super Earth,12.544,Unknown,2.8 days,0.0,Kepler-1285,Transit,,,18h47m20.49s,+44d09m21.3s,6170.0,1.2,1.28,28.955125336635263
1804,Kepler-128 b,1308.0,244.70600000000002,11.289000000000001,2013,Super Earth,16.016,0.1264 AU,15.1 days,0.0,Kepler-1287,Transit,,,19h16m32.32s,+47d03m46.8s,5715.0,0.96,0.94,9.367577374635317
1806,Kepler-1290 b,4309.0,826.2800000000001,15.690999999999999,2016,Super Earth,15.903999999999998,Unknown,4.7 days,0.0,Kepler-1289,Transit,,,19h45m33.31s,+41d02m26.1s,6080.0,1.1,1.17,32.07785337557907
1808,Kepler-1292 b,4586.0,1261.6660000000002,15.948,2016,Super Earth,20.384,Unknown,3.3 days,0.0,Kepler-129,Transit,,,19h01m14.71s,+47d50m54.9s,5770.0,,1.64,29.816479879761243
1810,Kepler-1294 b,3653.0,3273.34,15.15,2016,Neptune-like,3.1919999999999997,Unknown,115.7 days,0.0,Kepler-1291,Transit,,,19h17m30.49s,+40d00m04.1s,5216.0,0.84,0.8,3154.686036077996
1812,Kepler-1296 b,2058.0,220.2354,14.627,2016,Terrestrial,10.192,Unknown,8.4 days,0.0,Kepler-1293,Transit,,,19h20m06.22s,+48d20m09.4s,6241.0,1.18,1.28,20.818962777505835
1814,Kepler-1298 b,1624.0,721.4060000000001,11.312999999999999,2016,Super Earth,14.671999999999999,Unknown,7.1 days,0.0,Kepler-1295,Transit,,,19h25m35.49s,+45d35m18.8s,5486.0,0.92,0.89,32.90727379402201
1816,Kepler-129 b,1349.0,1973.538,11.644,2014,Neptune-like,2.3632,0.131 AU,15.8 days,0.01,Kepler-1297,Transit,,,19h19m49.56s,+47d01m13.4s,5818.0,0.99,0.99,3470.046769837868
1818,Kepler-12 b,2950.0,137.2896,13.8,2011,Gas Giant,19.6448,0.0553 AU,4.4 days,< 0.021,Kepler-1299,Transit,,,19h04m36.04s,+37d24m41.0s,5609.0,0.94,0.91,3.4932784722538304
1820,Kepler-1301 b,2662.0,807.212,15.373,2016,Super Earth,15.679999999999998,Unknown,9.1 days,0.0,Kepler-130,Transit,89.34,,19h13m48.16s,+40d14m43.1s,5884.0,,1.13,32.23935051180432
1822,Kepler-1303 b,2952.0,826.2800000000001,14.616,2016,Super Earth,15.903999999999998,Unknown,7.6 days,0.0,Kepler-1300,Transit,,,19h16m07.93s,+40d05m12.8s,6130.0,1.29,1.79,32.07785337557907
1824,Kepler-1305 b,4381.0,1331.582,15.714,2016,Super Earth,21.055999999999997,Unknown,13.6 days,0.0,Kepler-1302,Transit,,,19h23m57.42s,+50d18m29.0s,5236.0,0.86,0.82,29.49218592862121
1826,Kepler-1307 b,4554.0,2116.5480000000002,15.38,2016,Neptune-like,2.464,Unknown,18 days,0.0,Kepler-1304,Transit,,,19h01m06.34s,+39d26m48.9s,5259.0,0.85,0.81,3423.2412461841022
1828,Kepler-1309 b,2756.0,1973.538,16.187,2016,Neptune-like,2.3632,Unknown,28.8 days,0.0,Kepler-1306,Transit,,,19h37m54.80s,+46d56m45.1s,5727.0,0.98,0.97,3470.046769837868
1830,Kepler-130 c,1042.0,2780.75,11.825,2014,Neptune-like,2.9008,0.178 AU,27.5 days,0.0,Kepler-1308,Transit,,,19h03m42.94s,+38d31m15.5s,3468.0,0.35,0.34,3245.018399294706
1832,Kepler-1310 b,1902.0,848.526,14.122,2016,Super Earth,16.128,Unknown,0.7 days,0.0,Kepler-131,Transit,,6.0,19h14m07.40s,+40d56m32.3s,5685.0,1.02,1.03,32.032801012954444
1834,Kepler-1311 c,2300.0,629.244,13.318,2016,Super Earth,13.664,Unknown,2.5 days,0.0,Kepler-1310,Transit,,,18h55m40.81s,+40d44m24.4s,5549.0,0.91,0.88,33.09437377827117
1836,Kepler-1313 b,610.0,1191.75,11.789000000000001,2016,Super Earth,19.712,Unknown,3.8 days,0.0,Kepler-1311,Transit,,,19h18m36.30s,+43d49m27.9s,5748.0,1.05,1.4,30.117198463753713
1838,Kepler-1315 b,1647.0,788.144,14.952,2016,Super Earth,15.455999999999998,Unknown,0.8 days,0.0,Kepler-1313,Transit,,,19h29m33.25s,+42d13m59.7s,5453.0,0.92,0.85,32.39680238382445
1840,Kepler-1317 b,2394.0,969.29,15.234000000000002,2016,Super Earth,17.471999999999998,Unknown,0.6 days,0.0,Kepler-1315,Transit,,,19h43m17.15s,+46d03m10.9s,4861.0,0.8,0.75,31.17879175783878
1842,Kepler-1319 b,372.0,750.008,14.222000000000001,2016,Super Earth,15.008,Unknown,2.9 days,0.33,Kepler-1317,Transit,,,19h26m26.85s,+42d06m57.5s,5144.0,0.83,0.79,32.697236229111674
1844,Kepler-131 c,751.0,2621.85,11.49,2014,Super Earth,9.408,Unknown,25.5 days,0.0,Kepler-1319,Transit,,,19h23m49.46s,+49d21m58.7s,3655.0,0.56,0.54,290.87340520820817
1846,Kepler-1321 b,1784.0,6832.7,16.928,2016,Neptune-like,4.916799999999999,Unknown,11.1 days,0.0,Kepler-132,Transit,,,18h52m56.59s,+41d20m34.9s,6003.0,,1.18,2775.3519061834886
1848,Kepler-1322 b,3970.0,1023.3160000000001,15.775,2016,Super Earth,18.032,Unknown,1 days,0.0,Kepler-132,Transit,,,18h52m56.59s,+41d20m34.9s,6003.0,,1.18,30.90386218180489
1850,Kepler-1324 b,1703.0,918.4420000000001,15.134,2016,Super Earth,16.912,Unknown,4.1 days,0.0,Kepler-1321,Transit,,,19h38m06.86s,+46d38m27.5s,4094.0,0.54,0.53,31.532077616271206
1852,Kepler-1326 b,2968.0,5180.14,12.741,2016,Neptune-like,4.1776,Unknown,42.4 days,0.0,Kepler-1322,Transit,,,19h32m49.09s,+45d26m07.4s,5488.0,0.9,0.87,2914.5974427944766
1854,Kepler-1328 b,2055.0,287.2912,13.802999999999999,2016,Terrestrial,10.975999999999999,Unknown,4.5 days,0.0,Kepler-1324,Transit,,,19h24m44.39s,+40d18m40.4s,4776.0,0.78,0.73,23.416658253793262
1856,Kepler-132 b,988.0,610.176,11.818,2014,Super Earth,13.552,0.067 AU,6.2 days,0.0,Kepler-1326,Transit,,,19h44m53.31s,+39d16m08.2s,6725.0,1.45,1.74,32.6241441077779
1858,Kepler-132 d,988.0,959.7560000000001,11.818,2014,Super Earth,17.36,0.136 AU,18 days,0.0,Kepler-1328,Transit,,,18h58m42.09s,+44d25m04.0s,5780.0,1.0,0.99,31.271749989671537
1860,Kepler-1330 b,3063.0,1067.808,14.945,2016,Super Earth,18.479999999999997,Unknown,10.1 days,0.0,Kepler-133,Transit,,,19h49m06.71s,+48d19m13.2s,5736.0,,1.43,30.702944510319885
1862,Kepler-1332 b,1680.0,778.6100000000001,13.795,2016,Super Earth,15.344,Unknown,11.9 days,0.0,Kepler-1330,Transit,,,19h22m18.42s,+39d57m24.8s,5608.0,0.97,0.94,32.47383568014529
1864,Kepler-1334 b,3415.0,1862.3080000000002,15.171,2016,Neptune-like,2.2847999999999997,Unknown,15.6 days,0.0,Kepler-1332,Transit,,,19h24m06.86s,+43d54m49.2s,5581.0,0.95,0.9,3503.0466424026386
1866,Kepler-1336 b,2681.0,1455.5240000000001,14.038,2016,Super Earth,22.176,Unknown,23.2 days,0.0,Kepler-1334,Transit,,,19h17m14.76s,+51d19m15.1s,5614.0,0.94,0.91,29.063220456610658
1868,Kepler-1337 b,1918.0,2030.742,15.817,2016,Neptune-like,2.408,Unknown,24.4 days,0.0,Kepler-1336,Transit,,,19h45m06.65s,+46d53m59.5s,5512.0,0.94,1.3,3439.003177287079
1870,Kepler-1339 b,871.0,90.573,12.123,2016,Terrestrial,7.951999999999999,Unknown,1.3 days,0.0,Kepler-1337,Transit,,,19h08m02.18s,+46d47m46.0s,4523.0,0.7,0.67,14.06490494160005
1872,Kepler-133 c,2170.0,2685.41,12.841,2014,Neptune-like,2.8335999999999997,0.204 AU,31.5 days,0.0,Kepler-1339,Transit,,,18h54m58.99s,+48d22m24.2s,5586.0,0.94,0.93,3284.1599857236056
1874,Kepler-1341 b,1520.0,2930.1160000000004,15.017999999999999,2016,Neptune-like,2.9904,Unknown,133 days,0.0,Kepler-134,Transit,,,18h58m57.36s,+49d35m54.2s,5983.0,,1.18,3217.488750011559
1876,Kepler-1343 b,4263.0,1391.964,15.53,2016,Super Earth,21.616,Unknown,3.4 days,0.0,Kepler-1341,Transit,,,18h42m02.82s,+44d09m33.7s,4662.0,0.79,0.72,29.252846429924517
1878,Kepler-1345 b,3797.0,1960.826,13.705,2016,Neptune-like,2.3632,Unknown,44.6 days,0.0,Kepler-1343,Transit,,,19h37m10.69s,+50d43m31.4s,5759.0,0.95,0.93,3447.695421884001
1880,Kepler-1347 b,1047.0,343.22400000000005,13.412,2016,Super Earth,11.536,Unknown,14 days,0.0,Kepler-1345,Transit,,,19h29m54.71s,+46d01m22.2s,6449.0,1.32,1.55,25.325495127590884
1882,Kepler-1349 b,848.0,86.1238,11.082,2016,Terrestrial,7.839999999999999,Unknown,2.1 days,0.0,Kepler-1347,Transit,,,19h58m38.31s,+40d50m37.9s,5193.0,0.82,0.79,13.758840927084993
1884,Kepler-134 c,1103.0,676.914,12.222000000000001,2014,Super Earth,14.111999999999998,0.092 AU,10.1 days,0.0,Kepler-1349,Transit,,,19h05m21.21s,+48d44m38.8s,6086.0,1.16,1.28,33.37698871884086
1886,Kepler-1350 c,1142.0,1156.7920000000001,16.233,2016,Super Earth,19.375999999999998,Unknown,1.8 days,0.0,Kepler-135,Transit,,,19h21m58.83s,+38d47m43.7s,6090.0,,1.27,30.25643922788089
1888,Kepler-1352 b,2078.0,203.39200000000002,13.25,2016,Terrestrial,9.968,Unknown,1.9 days,0.0,Kepler-1350,Transit,,,19h13m00.14s,+46d40m46.6s,3827.0,0.55,0.53,20.10058047729564
1890,Kepler-1354 b,3448.0,2895.158,14.369000000000002,2016,Neptune-like,2.968,Unknown,76.6 days,0.0,Kepler-1352,Transit,,,19h22m46.50s,+48d42m05.3s,6118.0,1.11,1.16,3227.2697544090447
1892,Kepler-1356 b,2874.0,940.688,15.72,2016,Super Earth,17.136,Unknown,0.6 days,0.0,Kepler-1354,Transit,,,19h24m58.84s,+37d45m32.6s,6168.0,1.16,1.24,31.457013459269803
1894,Kepler-1358 b,1820.0,463.988,14.54,2016,Super Earth,12.544,Unknown,7.1 days,0.0,Kepler-1356,Transit,,,19h23m58.88s,+43d14m38.2s,5106.0,0.82,0.78,28.955125336635263
1896,Kepler-135 b,2065.0,1248.9540000000002,12.679,2014,Super Earth,20.272,0.067 AU,6 days,0.0,Kepler-1358,Transit,,,19h04m40.93s,+43d00m32.1s,5181.0,0.82,0.79,29.843107228554395
1898,Kepler-1360 b,4583.0,3654.7000000000003,13.88,2016,Neptune-like,3.3935999999999997,Unknown,40.5 days,0.0,Kepler-136,Transit,,,19h45m52.16s,+42d35m55.6s,6165.0,,1.35,3116.170573125279
1900,Kepler-1362 b,2502.0,2310.406,15.825,2016,Neptune-like,2.5984,Unknown,136.2 days,0.0,Kepler-1360,Transit,,,20h01m22.58s,+45d37m23.6s,6778.0,1.51,1.83,3360.2151055232953
1902,Kepler-1364 b,3748.0,1674.8059999999998,13.186,2016,Neptune-like,24.08,Unknown,13.3 days,0.0,Kepler-1362,Transit,,,19h14m09.25s,+40d52m37.6s,4857.0,0.8,0.74,28.36235797230502
1904,Kepler-1365 c,1765.0,138.8786,13.38,2016,Terrestrial,8.959999999999999,Unknown,4.8 days,0.0,Kepler-1364,Transit,,,19h40m36.53s,+49d35m15.4s,6805.0,1.49,1.79,16.98674243379099
1906,Kepler-1367 b,1165.0,229.1338,15.558,2016,Terrestrial,10.304,Unknown,1.6 days,0.0,Kepler-1365,Transit,,,19h28m47.93s,+42d02m45.9s,5770.0,1.0,1.05,21.191819623854517
1908,Kepler-1369 b,4032.0,2447.06,15.35,2016,Neptune-like,2.6879999999999997,Unknown,25.9 days,0.0,Kepler-1367,Transit,,,19h13m39.97s,+47d52m43.4s,4106.0,0.62,0.6,3325.6525995471798
1910,Kepler-136 c,1389.0,1468.236,11.754000000000001,2014,Super Earth,22.288,0.133 AU,16.4 days,0.0,Kepler-1369,Transit,,,19h03m11.34s,+40d56m10.3s,5761.0,0.99,0.99,29.023144324726786
1912,Kepler-1370 c,2864.0,683.27,13.674000000000001,2016,Super Earth,14.223999999999998,Unknown,7.4 days,0.0,Kepler-137,Transit,,,18h48m32.53s,+43d02m20.8s,5187.0,,0.8,33.16191919595686
1914,Kepler-1371 c,1468.0,62.2888,13.834000000000001,2016,Terrestrial,7.167999999999999,Unknown,2 days,0.0,Kepler-1370,Transit,,,18h58m15.76s,+41d46m42.5s,6202.0,1.19,1.29,11.904324646106385
1916,Kepler-1373 b,3627.0,524.37,14.072000000000001,2016,Super Earth,12.991999999999999,Unknown,1.3 days,0.0,Kepler-1371,Transit,,,19h15m19.53s,+47d33m07.2s,5361.0,0.87,0.83,30.505391604475577
1918,Kepler-1375 b,4038.0,1169.5040000000001,13.71,2016,Super Earth,19.488,Unknown,3.3 days,0.0,Kepler-1373,Transit,,,19h03m00.49s,+39d14m57.1s,6299.0,1.22,1.33,30.238341038241117
1920,Kepler-1377 b,3324.0,667.38,15.889000000000001,2016,Super Earth,14.0,Unknown,0.7 days,0.0,Kepler-1375,Transit,,,19h45m10.45s,+43d24m11.8s,6704.0,1.47,1.78,33.435506571738344
1922,Kepler-1379 b,3102.0,711.8720000000001,15.853,2016,Super Earth,14.559999999999999,Unknown,0.9 days,0.0,Kepler-1377,Transit,,,19h16m46.91s,+46d39m06.1s,5218.0,0.86,0.82,32.97387235871632
1924,Kepler-137 c,997.0,1331.582,12.940999999999999,2014,Super Earth,21.055999999999997,0.13 AU,18.7 days,0.0,Kepler-1379,Transit,,,19h34m40.91s,+41d24m36.9s,5188.0,0.83,0.79,29.49218592862121
1926,Kepler-1381 b,4260.0,1808.2820000000002,15.478,2016,Neptune-like,2.2512,Unknown,25.4 days,0.0,Kepler-138,Transit,,6.2,19h21m31.57s,+43d17m34.7s,3841.0,0.52,0.44,3503.7151439481254
1928,Kepler-1383 b,3135.0,816.746,13.708,2016,Super Earth,15.791999999999998,Unknown,13.9 days,0.0,Kepler-1380,Transit,,,19h12m27.85s,+42d26m25.5s,5570.0,0.96,0.94,32.159074128477975
1930,Kepler-1385 b,1719.0,172.5654,12.844000000000001,2016,Terrestrial,9.52,Unknown,2.9 days,0.0,Kepler-1382,Transit,,,19h41m30.57s,+39d02m52.9s,6161.0,1.36,1.72,18.69694355377113
1932,Kepler-1387 b,1602.0,238.03220000000002,14.58,2016,Terrestrial,10.416,Unknown,2.3 days,0.0,Kepler-1384,Transit,,,19h44m51.64s,+39d31m37.4s,4919.0,0.78,0.74,21.543911646674005
1934,Kepler-1388 c,1605.0,1820.9940000000001,16.294,2016,Neptune-like,2.2624,Unknown,5.5 days,0.0,Kepler-1386,Transit,,,18h43m17.61s,+42d38m09.8s,5733.0,1.02,1.03,3493.4981838276226
1936,Kepler-1388 e,1605.0,2103.8360000000002,16.294,2016,Neptune-like,2.4528,Unknown,37.6 days,0.0,Kepler-1388,Transit,,,18h53m20.65s,+47d10m28.3s,4098.0,0.63,0.61,3433.8269000449627
1938,Kepler-138 b,219.0,20.974800000000002,12.472000000000001,2014,Terrestrial,5.8464,0.076 AU,10.3 days,0.01,Kepler-1388,Transit,,,18h53m20.65s,+47d10m28.3s,4098.0,0.63,0.61,6.025756366316164
1940,Kepler-138 d,219.0,203.39200000000002,12.472000000000001,2014,Super Earth,13.574399999999999,0.12781 AU,23.1 days,0.03,Kepler-1389,Transit,,,19h02m52.18s,+44d45m30.3s,5078.0,0.81,0.74,10.838854167392277
1942,Kepler-1391 b,2352.0,1099.588,13.828,2016,Super Earth,18.816,Unknown,54.4 days,0.0,Kepler-139,Transit,,,18h49m34.07s,+43d53m21.7s,5594.0,,1.3,30.497635818800013
1944,Kepler-1393 b,1507.0,138.8786,13.332,2016,Terrestrial,8.959999999999999,Unknown,2.4 days,0.0,Kepler-1391,Transit,,,19h39m19.45s,+46d39m34.5s,5840.0,1.03,1.1,16.98674243379099
1946,Kepler-1395 b,1654.0,138.8786,12.536,2016,Terrestrial,8.959999999999999,Unknown,3.8 days,0.0,Kepler-1393,Transit,,,18h57m50.27s,+40d08m33.2s,5697.0,0.95,0.92,16.98674243379099
1948,Kepler-1397 b,2512.0,1147.258,14.091,2016,Super Earth,19.264,Unknown,47.4 days,0.0,Kepler-1395,Transit,,,19h29m21.01s,+47d39m51.1s,6138.0,1.17,1.23,30.357006724389564
1950,Kepler-1398 c,2587.0,343.22400000000005,13.66,2016,Super Earth,11.536,Unknown,4.1 days,0.0,Kepler-1397,Transit,,,19h58m42.21s,+47d04m33.0s,6026.0,1.09,1.12,25.325495127590884
1952,Kepler-139 b,1290.0,2847.4880000000003,12.677,2014,Neptune-like,2.9344,0.127 AU,15.8 days,0.0,Kepler-1398,Transit,,,19h39m27.88s,+48d38m20.3s,6126.0,1.13,1.18,3247.237590247105
1954,Kepler-1400 b,2867.0,1036.028,15.713,2016,Super Earth,18.144,Unknown,9.1 days,0.0,Kepler-14,Transit,90.0,7.1,19h10m50.12s,+47d19m59.0s,6395.0,1.51,2.05,30.90268462266064
1956,Kepler-1402 b,2221.0,115.3614,14.607999999999999,2016,Terrestrial,8.511999999999999,Unknown,2 days,0.0,Kepler-140,Transit,,,19h09m28.67s,+46d46m05.6s,6077.0,,1.29,15.634646965817378
1958,Kepler-1404 b,3086.0,1493.66,15.703,2016,Super Earth,22.511999999999997,Unknown,15.9 days,0.0,Kepler-1401,Transit,,,19h09m51.85s,+40d45m30.4s,5964.0,1.07,1.1,28.941056549307895
1960,Kepler-1406 b,1915.0,435.386,13.382,2016,Super Earth,12.32,Unknown,11.6 days,0.0,Kepler-1403,Transit,,,19h23m28.25s,+38d57m36.4s,6060.0,1.11,1.15,28.167210253887205
1962,Kepler-1408 b,1390.0,203.39200000000002,11.962,2016,Terrestrial,9.968,Unknown,3 days,0.0,Kepler-1405,Transit,,,19h42m44.36s,+39d15m22.1s,5925.0,1.05,1.07,20.10058047729564
